46	55.2	66.2	31.3	37.5	45
38.7	46.5	55.8	26.3	31.6	37.9
8.9	10.7	12.8	6	7.3	8.7
51.1	61.3	73.5	34.7	41.7	50
35.4	42.5	51	24.1	28.9	34.7
24.7	29.7	35.6	16.8	20.2	24.2
17.1	20.5	24.6	11.6	13.9	16.7
48.8	58.6	70.3	33.2	39.8	47.8
39.1	46.9	56.2	26.6	31.9	38.2
27	32.4	38.9	18.4	22	26.4
36.9	44.3	53.1	25.1	30.1	36.1
34.7	41.7	50	23.6	28.3	34
28.8	34.5	41.4	19.6	23.5	28.2
36.8	44.2	53	25	30	36
40.6	48.7	58.4	27.6	33.1	39.7
49.2	59	70.8	33.4	40.1	48.1
56	67.2	80.6	38.1	45.7	54.8
54.3	65.2	78.2	36.9	44.3	53.2
46.7	56.1	67.3	31.8	38.1	45.7
36.9	44.3	53.1	25.1	30.1	36.1
72.8	87.3	104.8	49.5	59.4	71.3
65.4	78.5	94.2	44.5	53.4	64.1
86.7	104	124.8	59	70.7	84.9
63.9	76.6	91.9	43.4	52.1	62.5
31.7	38.1	45.7	21.6	25.9	31.1
45.1	54.1	64.9	30.7	36.8	44.1
75.2	90.2	108.2	51.1	61.3	73.6
58	69.7	83.6	39.5	47.4	56.8
66.8	80.2	96.2	45.4	54.5	65.4
34.5	41.4	49.7	23.4	28.1	33.8
49	58.8	70.6	33.3	40	48
45.1	54.1	64.9	30.6	36.8	44.1
55.1	66.2	79.4	37.5	45	54
51.9	62.2	74.7	35.3	42.3	50.8
64.6	77.6	93.1	43.9	52.7	63.3
55.4	66.4	79.7	37.7	45.2	54.2
38	45.6	54.7	25.8	31	37.2
23.7	28.5	34.2	16.1	19.4	23.2
43.7	52.5	63	29.7	35.7	42.8
58.9	70.7	84.9	40.1	48.1	57.7
58.8	70.5	84.6	40	48	57.6
55.9	67.1	80.5	38	45.6	54.7
77.7	93.2	111.9	52.8	63.4	76.1
17.9	21.4	25.7	12.1	14.6	17.5
15.7	18.9	22.6	10.7	12.8	15.4
16.1	19.3	23.1	10.9	13.1	15.7
48.3	58	69.6	32.8	39.4	47.3
52.6	63.1	75.7	35.7	42.9	51.5
46	55.2	66.2	31.3	37.5	45
57.8	69.4	83.2	39.3	47.2	56.6
66.7	80	96	45.3	54.4	65.3
69.9	83.8	100.6	47.5	57	68.4
39.2	47	56.4	26.6	32	38.4
83.9	100.7	120.9	57.1	68.5	82.2
55.4	66.4	79.7	37.6	45.2	54.2
42.9	51.5	61.7	29.2	35	42
57.5	69.1	82.9	39.1	47	56.3
59	70.8	85	40.1	48.1	57.8
41.1	49.3	59.1	27.9	33.5	40.2
41.4	49.6	59.6	28.1	33.8	40.5
16.8	20.2	24.2	11.4	13.7	16.5
51.9	62.2	74.7	35.3	42.3	50.8
93	111.7	134	63.3	75.9	91.1
8.9	10.7	12.8	6	7.3	8.7
47.6	57.1	68.5	32.4	38.8	46.6
82.8	99.4	119.2	56.3	67.6	81.1
58.3	70	84	39.7	47.6	57.1
51.2	61.4	73.7	34.8	41.8	50.1
85.9	103.1	123.8	58.4	70.1	84.2
32.7	39.3	47.1	22.3	26.7	32.1
73.4	88.1	105.8	49.9	59.9	71.9
50.2	60.3	72.4	34.2	41	49.2
31.4	37.6	45.2	21.3	25.6	30.7
40.9	49	58.9	27.8	33.4	40
70.7	84.9	101.8	48.1	57.7	69.2
56.7	68	81.6	38.5	46.2	55.5
53.9	64.7	77.6	36.7	44	52.8
59.6	71.5	85.8	40.5	48.6	58.3
