478569.2186	4921027.805	0
478589.5171	4919004.695	0
479718.8556	4919537.154	0
480317.6144	4919613.058	0
480590.0404	4922182.527	0
480660.774	4919804.084	0
480755.3883	4920218.903	0
480838.98	4919620.891	0
481313.0995	4920280.39	0
481321.2492	4919855.507	0
481746.5719	4920267.015	0
481854.5529	4919588.437	0
481869.0746	4919892.317	0
482386.9878	4919882.821	0
482474.0895	4919460.792	0
482967.3876	4919523.545	0
483250.925	4919463.478	0
483258.372	4919804.728	0
483664.7884	4919627.927	0
484017.7517	4919233.515	0
484323.8636	4919268.169	0
484533.1477	4919659.94	0
484785.1097	4920209.798	0
484823.3421	4919550.994	0
484999.0673	4919690.687	0
485082.6919	4919232.901	0
485579.946	4919366.192	0
486365.6429	4919376.107	0
486543.8927	4919755.848	0
486980.5134	4919584.523	0
487356.4872	4919754.734	0
487378.6156	4919359.388	0
487743.0735	4919093.905	0
487847.817	4919463.69	0
487876.0581	4919853.427	0
488077.5459	4918996.931	0
488193.9385	4919459.935	0
488372.0755	4919888.983	0
488438.7012	4919056.422	0
488518.1448	4919333.345	0
488768.2259	4919083.397	0
488881.2501	4918433.887	0
489429.6729	4918093.467	0
489560.2911	4918359.434	0
489762.955	4917988.297	0
490060.3177	4918486.367	0
490112.9192	4918174.547	0
490164.7671	4920617.53	0
490174.5896	4919026.167	0
490256.3908	4919635.016	0
490940.7091	4917612.736	0
491004.3531	4918231.202	0
491054.5508	4918605.065	0
491216.1133	4922108.773	0
491224.9158	4917904.623	0
491306.5277	4919258.553	0
491389.0122	4917540.74	0
491453.7089	4919889.671	0
491524.1773	4921070.06	0
491543.4095	4920541.477	0
491545.1571	4918098.062	0
491603.2453	4919470.878	0
491604.6673	4921636.85	0
491680.2842	4918587.094	0
491705.1042	4922031.282	0
491737.4521	4922768.43	0
491756.1466	4919871.253	0
491783.5178	4917357.243	0
491794.2817	4917678.235	0
491894.9115	4927839.139	0
491903.6039	4924462.545	0
491982.8832	4920758.475	0
491995.4859	4925987.154	0
491996.1868	4922423.371	0
492051.3783	4917874.92	0
492114.3193	4921263.445	0
492185.8708	4923144.041	0
492260.1806	4927359.849	0
492270.2494	4922643.187	0
492283.3552	4926710.643	0
492442.0464	4927683.736	0
492479.1248	4917653.993	0
492559.1815	4919341.023	0
492571.4853	4922125.976	0
492618.8653	4918017.156	0
492650.3963	4928100.784	0
492671.4251	4918519.84	0
492677.8573	4921578.598	0
492791.7933	4918933.667	0
492803.2496	4924593.937	0
493032.4867	4918305.979	0
493327.5343	4918710.293	0
493365.8179	4918331.736	0
493582.979	4919026.828	0
493640.3985	4924892.475	0
493687.8687	4918532.585	0
493907.7387	4919236.698	0
493939.3516	4918847.714	0
493994.5886	4918094.783	0
494150.9998	4918542.727	0
494278.0651	4919209.003	0
494346.0323	4917704.124	0
494457.4147	4916990.68	0
494530.7656	4917391.848	0
494549.2672	4918752.9	0
494554.4742	4918018.992	0
494804.586	4916542.247	0
494841.477	4918380.991	0
494849.2169	4917814.518	0
495121.3839	4916692.388	0
495122.8629	4918151.324	0
495184.1853	4916254.712	0
495398.693	4917159.783	0
495404.2079	4917722.737	0
495451.5034	4916845.776	0
495599.4428	4918797.461	0
495659.7432	4919188.82	0
495744.5823	4918145.161	0
495788.5154	4915973.988	0
495826.7594	4916339.499	0
495894.7034	4917318.926	0
496004.0795	4918600.49	0
496045.6061	4919082.587	0
496059.6273	4917709.591	0
496142.3319	4916011.935	0
496165.641	4916356.627	0
496172.3222	4915695.67	0
496172.8074	4916752.998	0
496407.7573	4918202.8	0
496473.1613	4917474.249	0
496482.6046	4917842.275	0
496551.8957	4917045.265	0
496559.4695	4918508.711	0
496632.8874	4915573.308	0
496684.0823	4916242.658	0
496705.4628	4918910.929	0
496736.5605	4919957.113	0
496828.7641	4917461.311	0
496849.6635	4918016.886	0
496926.0734	4920727.414	0
496936.0109	4916695.844	0
497115.0795	4918376.886	0
497147.7203	4916321.812	0
497166.2622	4917160.588	0
497188.5198	4921222.741	0
497284.2384	4915679.73	0
497297.7278	4920463.068	0
497374.5042	4917480.885	0
497400.76	4921556.167	0
497414.0045	4916862.525	0
497466.3784	4920808.131	0
497483.3249	4918505.375	0
497521.2849	4916087.322	0
497666.6481	4921819.454	0
497683.5334	4915596.988	0
497704.9262	4917808.606	0
497766.349	4922690.836	0
497877.2648	4918687.71	0
497906.0239	4916978.97	0
498015.9542	4915417.538	0
498059.5965	4922269.97	0
498107.0142	4920875.323	0
498127.594	4916319.069	0
498155.1984	4917958.747	0
498171.9947	4918972.878	0
498195.3144	4915922.043	0
498255.0229	4916727.611	0
498307.1597	4915565.99	0
498366.8555	4917180.051	0
498503.7204	4917337.034	0
498524.1079	4922581.87	0
498587.2939	4916060.592	0
498589.3927	4916433.728	0
498683.7422	4916833.545	0
498722.3543	4920946.218	0
498787.1094	4915659.05	0
499028.3562	4917177.837	0
499106.6837	4916477.695	0
499153.5022	4916869.795	0
499185.4013	4917543.181	0
499201.5109	4915650.854	0
499291.9618	4922184.352	0
499430.9875	4916308.077	0
499793.801	4915828.259	0
499837.9092	4915151.149	0
499916.8881	4915480.094	0
500007.2043	4921757.406	0
500079.3813	4916149.391	0
500309.8228	4915931.151	0
500527.8636	4914971.454	0
500538.9631	4915358.098	0
500819.7053	4914832.456	0
500828.7581	4921787.39	0
500848.2139	4918793.283	0
500898.2823	4915125.831	0
501034.8851	4915495.451	0
501186.6677	4914835.109	0
501392.874	4921868.099	0
501699.3812	4914818.285	0
502647.0059	4914847.151	0
