3.2	3.9	4.6	2.2	2.6	3.2
7.1	8.5	10.2	4.8	5.8	6.9
60.9	73.1	87.7	41.4	49.7	59.6
74	88.8	106.6	50.3	60.4	72.5
3.4	4	4.8	2.3	2.7	3.3
45.5	54.6	65.6	31	37.1	44.6
30.9	37.1	44.5	21	25.2	30.3
64.6	77.5	93	43.9	52.7	63.2
56.1	67.4	80.9	38.2	45.8	55
47.1	56.5	67.8	32	38.4	46.1
51.9	62.3	74.8	35.3	42.4	50.9
113.5	136.2	163.5	77.2	92.6	111.2
58.1	69.7	83.6	39.5	47.4	56.8
25.4	30.5	36.6	17.3	20.8	24.9
79.3	95.1	114.1	53.9	64.7	77.6
65.4	78.5	94.2	44.5	53.4	64
51.2	61.4	73.7	34.8	41.8	50.1
44.4	53.3	63.9	30.2	36.2	43.5
50.5	60.6	72.8	34.4	41.2	49.5
47.5	57	68.4	32.3	38.8	46.5
83.1	99.7	119.7	56.5	67.8	81.4
30	36	43.2	20.4	24.5	29.4
52	62.4	74.9	35.4	42.4	50.9
68	81.5	97.9	46.2	55.5	66.5
38.1	45.7	54.9	25.9	31.1	37.3
114.8	137.8	165.3	78.1	93.7	112.4
190.8	229	274.8	129.8	155.7	186.9
64.4	77.3	92.7	43.8	52.5	63
37.2	44.6	53.5	25.3	30.3	36.4
72	86.4	103.7	49	58.8	70.5
115.9	139.1	167	78.8	94.6	113.5
81.9	98.3	117.9	55.7	66.8	80.2
121.1	145.3	174.4	82.3	98.8	118.6
123.6	148.4	178	84.1	100.9	121.1
74.9	89.9	107.8	50.9	61.1	73.3
118.3	142	170.3	80.4	96.5	115.8
153.7	184.4	221.3	104.5	125.4	150.5
109.5	131.4	157.7	74.5	89.4	107.2
85.2	102.2	122.7	57.9	69.5	83.4
68.7	82.4	98.9	46.7	56	67.2
101.1	121.3	145.6	68.8	82.5	99
23.4	28.1	33.7	15.9	19.1	22.9
84.2	101.1	121.3	57.3	68.7	82.5
71.7	86	103.2	48.8	58.5	70.2
133.4	160.1	192.2	90.7	108.9	130.7
45	54	64.8	30.6	36.7	44.1
33.9	40.7	48.8	23	27.7	33.2
40	48	57.6	27.2	32.6	39.1
19.1	23	27.6	13	15.6	18.7
15.7	18.9	22.7	10.7	12.8	15.4
88.5	106.1	127.4	60.1	72.2	86.6
172.6	207.1	248.6	117.4	140.9	169
109.5	131.4	157.7	74.5	89.3	107.2
8.5	10.1	12.2	5.7	6.9	8.3
171.7	206	247.2	116.8	140.1	168.1
70.1	84.1	101	47.7	57.2	68.7
148.3	178	213.6	100.9	121.1	145.3
122.9	147.4	176.9	83.5	100.2	120.3
48	57.5	69.1	32.6	39.1	47
142.9	171.5	205.8	97.2	116.6	140
135.2	162.3	194.7	92	110.4	132.4
129.9	155.8	187	88.3	106	127.2
43.8	52.6	63.1	29.8	35.8	42.9
93	111.7	134	63.3	75.9	91.1
50.8	61	73.2	34.6	41.5	49.8
18.6	22.3	26.7	12.6	15.1	18.2
88.9	106.6	128	60.4	72.5	87
100	120	143.9	68	81.6	97.9
121.2	145.4	174.5	82.4	98.9	118.6
40.3	48.4	58.1	27.4	32.9	39.5
40.5	48.6	58.3	27.5	33	39.6
54	64.8	77.8	36.7	44.1	52.9
24.1	28.9	34.7	16.4	19.7	23.6
65.8	78.9	94.7	44.7	53.7	64.4
136.8	164.1	197	93	111.6	133.9
58.6	70.3	84.4	39.8	47.8	57.4
47.5	57	68.4	32.3	38.7	46.5
60.7	72.8	87.4	41.3	49.5	59.4
128.7	154.4	185.3	87.5	105	126
32.6	39.2	47	22.2	26.6	32
22.7	27.3	32.7	15.5	18.5	22.2
88.3	106	127.2	60.1	72.1	86.5
20.6	24.7	29.6	14	16.8	20.1
66.4	79.7	95.7	45.2	54.2	65.1
124.1	149	178.7	84.4	101.3	121.5
18.2	21.9	26.3	12.4	14.9	17.9
136.7	164.1	196.9	93	111.6	133.9
80	96	115.2	54.4	65.3	78.3
47.9	57.5	69	32.6	39.1	46.9
13.4	16.1	19.3	9.1	10.9	13.1
125.6	150.8	180.9	85.4	102.5	123
140.7	168.8	202.6	95.7	114.8	137.8
102	122.4	146.9	69.4	83.3	99.9
129.8	155.8	186.9	88.3	105.9	127.1
33.9	40.7	48.8	23.1	27.7	33.2
156.4	187.7	225.2	106.4	127.6	153.2
117.1	140.5	168.6	79.6	95.5	114.6
104.5	125.4	150.5	71.1	85.3	102.3
98.7	118.4	142.1	67.1	80.5	96.6
128.9	154.7	185.6	87.7	105.2	126.2
102.4	122.9	147.5	69.6	83.6	100.3
100.3	120.4	144.4	68.2	81.9	98.2
