50	60	72	25.6	30.7	36.8
4	4.8	5.8	2	2.5	2.9
33	39.6	47.5	16.9	20.2	24.3
15	18	21.6	7.7	9.2	11
1	1.2	1.4	0.5	0.6	0.7
5	6	7.2	2.6	3.1	3.7
87	104.4	125.3	44.5	53.3	64
91	109.2	131	46.5	55.8	67
45	54	64.8	23	27.6	33.1
1	1.2	1.4	0.5	0.6	0.7
41	49.2	59	21	25.1	30.2
23	27.6	33.1	11.8	14.1	16.9
26	31.2	37.4	13.3	15.9	19.1
301	361.2	433.4	153.8	184.6	221.5
53	63.6	76.3	27.1	32.5	39
1	1.2	1.4	0.5	0.6	0.7
80	96	115.2	40.9	49.1	58.9
118	141.6	169.9	60.3	72.4	86.8
1	1.2	1.4	0.5	0.6	0.7
1	1.2	1.4	0.5	0.6	0.7
15	18	21.6	7.7	9.2	11
12	14.4	17.3	6.1	7.4	8.8
60	72	86.4	30.7	36.8	44.2
35	42	50.4	17.9	21.5	25.8
138	165.6	198.7	70.5	84.6	101.5
1	1.2	1.4	0.5	0.6	0.7
173	207.6	249.1	88.4	106.1	127.3
61	73.2	87.8	31.2	37.4	44.9
1	1.2	1.4	0.5	0.6	0.7
21	25.2	30.2	10.7	12.9	15.5
8	9.6	11.5	4.1	4.9	5.9
18	21.6	25.9	9.2	11	13.2
35	42	50.4	17.9	21.5	25.8
17	20.4	24.5	8.7	10.4	12.5
22	26.4	31.7	11.2	13.5	16.2
60	72	86.4	30.7	36.8	44.2
65	78	93.6	33.2	39.9	47.8
54	64.8	77.8	27.6	33.1	39.7
39	46.8	56.2	19.9	23.9	28.7
1	1.2	1.4	0.5	0.6	0.7
1	1.2	1.4	0.5	0.6	0.7
5	6	7.2	2.6	3.1	3.7
115	138	165.6	58.8	70.5	84.6
30	36	43.2	15.3	18.4	22.1
98	117.6	141.1	50.1	60.1	72.1
61	73.2	87.8	31.2	37.4	44.9
79	94.8	113.8	40.4	48.4	58.1
8	9.6	11.5	4.1	4.9	5.9
193	231.6	277.9	98.6	118.3	142
4	4.8	5.8	2	2.5	2.9
654	784.8	941.8	334.2	401	481.2
63	75.6	90.7	32.2	38.6	46.4
22	26.4	31.7	11.2	13.5	16.2
283	339.6	407.5	144.6	173.5	208.2
150	180	216	76.7	92	110.4
153	183.6	220.3	78.2	93.8	112.6
20	24	28.8	10.2	12.3	14.7
10	12	14.4	5.1	6.1	7.4
13	15.6	18.7	6.6	8	9.6
3	3.6	4.3	1.5	1.8	2.2
19	22.8	27.4	9.7	11.7	14
444	532.8	639.4	226.9	272.3	326.7
54	64.8	77.8	27.6	33.1	39.7
25	30	36	12.8	15.3	18.4
21	25.2	30.2	10.7	12.9	15.5
13	15.6	18.7	6.6	8	9.6
19	22.8	27.4	9.7	11.7	14
26	31.2	37.4	13.3	15.9	19.1
90	108	129.6	46	55.2	66.2
105	126	151.2	53.7	64.4	77.3
73	87.6	105.1	37.3	44.8	53.7
3	3.6	4.3	1.5	1.8	2.2
1	1.2	1.4	0.5	0.6	0.7
46	55.2	66.2	23.5	28.2	33.8
28	33.6	40.3	14.3	17.2	20.6
160	192	230.4	81.8	98.1	117.7
1	1.2	1.4	0.5	0.6	0.7
65	78	93.6	33.2	39.9	47.8
152	182.4	218.9	77.7	93.2	111.8
1	1.2	1.4	0.5	0.6	0.7
61	73.2	87.8	31.2	37.4	44.9
102	122.4	146.9	52.1	62.5	75.1
49	58.8	70.6	25	30	36.1
43	51.6	61.9	22	26.4	31.6
1	1.2	1.4	0.5	0.6	0.7
48	57.6	69.1	24.5	29.4	35.3
27	32.4	38.9	13.8	16.6	19.9
6	7.2	8.6	3.1	3.7	4.4
49	58.8	70.6	25	30	36.1
27	32.4	38.9	13.8	16.6	19.9
19	22.8	27.4	9.7	11.7	14
33	39.6	47.5	16.9	20.2	24.3
1	1.2	1.4	0.5	0.6	0.7
1	1.2	1.4	0.5	0.6	0.7
37	44.4	53.3	18.9	22.7	27.2
49	58.8	70.6	25	30	36.1
54	64.8	77.8	27.6	33.1	39.7
30	36	43.2	15.3	18.4	22.1
12	14.4	17.3	6.1	7.4	8.8
34	40.8	49	17.4	20.8	25
58	69.6	83.5	29.6	35.6	42.7
61	73.2	87.8	31.2	37.4	44.9
23	27.6	33.1	11.8	14.1	16.9
12	14.4	17.3	6.1	7.4	8.8
96	115.2	138.2	49.1	58.9	70.6
37	44.4	53.3	18.9	22.7	27.2
46	55.2	66.2	23.5	28.2	33.8
25	30	36	12.8	15.3	18.4
52	62.4	74.9	26.6	31.9	38.3
35	42	50.4	17.9	21.5	25.8
31	37.2	44.6	15.8	19	22.8
41	49.2	59	21	25.1	30.2
33	39.6	47.5	16.9	20.2	24.3
26	31.2	37.4	13.3	15.9	19.1
28	33.6	40.3	14.3	17.2	20.6
19	22.8	27.4	9.7	11.7	14
17	20.4	24.5	8.7	10.4	12.5
28	33.6	40.3	14.3	17.2	20.6
39	46.8	56.2	19.9	23.9	28.7
32	38.4	46.1	16.4	19.6	23.5
5	6	7.2	2.6	3.1	3.7
39	46.8	56.2	19.9	23.9	28.7
36	43.2	51.8	18.4	22.1	26.5
25	30	36	12.8	15.3	18.4
22	26.4	31.7	11.2	13.5	16.2
17	20.4	24.5	8.7	10.4	12.5
32	38.4	46.1	16.4	19.6	23.5
7	8.4	10.1	3.6	4.3	5.2
1	1.2	1.4	0.5	0.6	0.7
33	39.6	47.5	16.9	20.2	24.3
88	105.6	126.7	45	54	64.8
18	21.6	25.9	9.2	11	13.2
49	58.8	70.6	25	30	36.1
7	8.4	10.1	3.6	4.3	5.2
1	1.2	1.4	0.5	0.6	0.7
62	74.4	89.3	31.7	38	45.6
26	31.2	37.4	13.3	15.9	19.1
25	30	36	12.8	15.3	18.4
13	15.6	18.7	6.6	8	9.6
13	15.6	18.7	6.6	8	9.6
20	24	28.8	10.2	12.3	14.7
67	80.4	96.5	34.2	41.1	49.3
34	40.8	49	17.4	20.8	25
1	1.2	1.4	0.5	0.6	0.7
127	152.4	182.9	64.9	77.9	93.5
42	50.4	60.5	21.5	25.8	30.9
84	100.8	121	42.9	51.5	61.8
27	32.4	38.9	13.8	16.6	19.9
2	2.4	2.9	1	1.2	1.5
18	21.6	25.9	9.2	11	13.2
37	44.4	53.3	18.9	22.7	27.2
26	31.2	37.4	13.3	15.9	19.1
96	115.2	138.2	49.1	58.9	70.6
84	100.8	121	42.9	51.5	61.8
33	39.6	47.5	16.9	20.2	24.3
103	123.6	148.3	52.6	63.2	75.8
34	40.8	49	17.4	20.8	25
6	7.2	8.6	3.1	3.7	4.4
31	37.2	44.6	15.8	19	22.8
38	45.6	54.7	19.4	23.3	28
94	112.8	135.4	48	57.6	69.2
32	38.4	46.1	16.4	19.6	23.5
9	10.8	13	4.6	5.5	6.6
15	18	21.6	7.7	9.2	11
5	6	7.2	2.6	3.1	3.7
185	222	266.4	94.5	113.4	136.1
54	64.8	77.8	27.6	33.1	39.7
135	162	194.4	69	82.8	99.3
6	7.2	8.6	3.1	3.7	4.4
25	30	36	12.8	15.3	18.4
16	19.2	23	8.2	9.8	11.8
1	1.2	1.4	0.5	0.6	0.7
1	1.2	1.4	0.5	0.6	0.7
24	28.8	34.6	12.3	14.7	17.7
19	22.8	27.4	9.7	11.7	14
46	55.2	66.2	23.5	28.2	33.8
30	36	43.2	15.3	18.4	22.1
21	25.2	30.2	10.7	12.9	15.5
11	13.2	15.8	5.6	6.7	8.1
33	39.6	47.5	16.9	20.2	24.3
20	24	28.8	10.2	12.3	14.7
23	27.6	33.1	11.8	14.1	16.9
30	36	43.2	15.3	18.4	22.1
43	51.6	61.9	22	26.4	31.6
37	44.4	53.3	18.9	22.7	27.2
6	7.2	8.6	3.1	3.7	4.4
51	61.2	73.4	26.1	31.3	37.5
62	74.4	89.3	31.7	38	45.6
15	18	21.6	7.7	9.2	11
8	9.6	11.5	4.1	4.9	5.9
16	19.2	23	8.2	9.8	11.8
25	30	36	12.8	15.3	18.4
37	44.4	53.3	18.9	22.7	27.2
21	25.2	30.2	10.7	12.9	15.5
22	26.4	31.7	11.2	13.5	16.2
25	30	36	12.8	15.3	18.4
40	48	57.6	20.4	24.5	29.4
19	22.8	27.4	9.7	11.7	14
27	32.4	38.9	13.8	16.6	19.9
5	6	7.2	2.6	3.1	3.7
