409154	435528	0
409151	435683	0
409277	435420	0
409260	435538	0
409240	435695	0
409213	435897	0
409199	435982	0
409178	436078	0
409174	436171	0
409147	436256	0
409469	435389	0
409378	435463	0
409378	435563	0
409351	435734	0
409328	435891	0
409275	435982	0
409289	436065	0
409272	436188	0
409208	436263	0
409754	435326	0
409609	435201	0
409565	435307	0
409577	435510	0
409515	435614	0
409478	435707	0
409442	435810	0
409442	435913	0
409408	436075	0
409344	436201	0
409398	436213	0
409638	435143	0
409683	435349	0
409670	435514	0
409620	435615	0
409688	435618	0
409624	435752	0
409570	435942	0
409541	436090	0
409512	436236	0
409216	435826	0
409158	435820	0
408777	434870	0
408731	434657	0
408808	434639	0
408840	435022	0
408932	434976	0
408897	434650	0
409050	434674	0
409033	434769	0
408906	434723	0
409262	434873	0
409090	434982	0
409020	435056	0
409262	435017	0
409210	435093	0
409109	435153	0
409192	435244	0
409298	435127	0
409302	435225	0
409264	435295	0
409372	434355	0
409426	434622	0
409452	434831	0
409553	435074	0
409434	435030	0
409479	434592	0
409517	434818	0
409539	434954	0
409038	435235	0
409167	435416	0
408778	434739	0
409411	434362	0
409822	435466	0
409811	435545	0
409765	435617	0
409812	435857	0
409792	435978	0
409837	436155	0
409711	436281	0
409969	435509	0
409944	435714	0
410041	435866	0
409946	436015	0
410015	436193	0
410067	435592	0
410073	436039	0
410113	436329	0
410204	436314	0
409645	436119	0
410120	436189	0
409875	435755	0
410180	436398	0
410244	436276	0
410224	436222	0
410435	436784	0
409573	436533	0
409575	436677	0
409553	436813	0
409546	436882	0
409701	436391	0
409691	436539	0
409680	436697	0
409667	436825	0
409657	436892	0
409858	436418	0
409795	436554	0
409788	436708	0
409768	436873	0
409900	436600	0
409863	436728	0
409923	436735	0
409874	436894	0
410006	436607	0
410003	436738	0
410006	436804	0
409960	436901	0
410014	436903	0
409816	437011	0
410120	436627	0
410099	436799	0
410072	436904	0
410234	436518	0
410205	436634	0
410213	436728	0
410212	436795	0
410320	436562	0
410324	436701	0
410107	437014	0
410201	436904	0
410140	436494	0
409026	436332	0
408906	436537	0
408865	436634	0
408849	436707	0
408791	436841	0
409016	436511	0
408946	436666	0
408921	436738	0
408872	436787	0
408903	436834	0
409160	436346	0
409102	436513	0
409007	436747	0
408951	436887	0
409261	436338	0
409213	436540	0
409150	436607	0
409114	436740	0
409065	436786	0
409057	436848	0
409174	436708	0
409136	436838	0
409322	436406	0
409255	436694	0
409213	436836	0
409372	436561	0
409286	436828	0
409355	436788	0
409482	436380	0
409456	436520	0
409442	436668	0
409429	436834	0
408514	436845	0
408597	436868	0
408644	436892	0
408796	436835	0
408888	436863	0
408951	436887	0
409662	434465	0
409591	434570	0
409610	434773	0
409638	434867	0
409684	434946	0
409830	435210	0
409738	434678	0
409700	434754	0
409732	434890	0
409718	435043	0
409810	435094	0
409892	435208	0
409968	435327	0
409770	434593	0
409819	434672	0
409812	434774	0
409823	434877	0
409798	434991	0
409939	435089	0
409972	435164	0
409923	434767	0
409920	434854	0
409892	434941	0
409971	435014	0
410079	435087	0
410064	435263	0
409833	434956	0
410157	435130	0
409962	434875	0
410042	434928	0
410123	434968	0
410197	435045	0
